2018-10-17 01:34:34,bolsonaro
2018-10-17 01:34:45,elenao
2018-10-17 01:34:48,haddad
2018-10-17 01:34:53,bolsonaro
2018-10-17 01:35:00,elenao
2018-10-17 01:35:07,bolsonaro
2018-10-17 01:35:08,forapt
2018-10-17 01:35:08,elenao
2018-10-17 01:35:09,bolsonaro
2018-10-17 01:35:17,elenao
2018-10-17 01:35:25,forapt
2018-10-17 01:35:40,bolsonaro
2018-10-17 01:35:48,bolsonaro
2018-10-17 01:35:56,bolsonaro
2018-10-17 01:35:56,bolsonaro
2018-10-17 01:35:58,bolsonaro
2018-10-17 01:36:02,forapt
2018-10-17 01:36:02,haddad
2018-10-17 01:36:04,forapt
2018-10-17 01:36:07,bolsonaro
2018-10-17 01:36:13,haddad
2018-10-17 01:36:14,elenao
2018-10-17 01:36:21,elenao
2018-10-17 01:36:22,bolsonaro
2018-10-17 01:36:26,elenao
2018-10-17 01:36:34,elenao
2018-10-17 01:36:34,bolsonaro
2018-10-17 01:36:45,elenao
2018-10-17 01:36:50,bolsonaro
2018-10-17 01:36:51,elenao
2018-10-17 01:36:52,bolsonaro
2018-10-17 01:36:54,elenao
2018-10-17 01:36:56,elenao
2018-10-17 01:37:01,elenao
2018-10-17 01:37:11,elenao
2018-10-17 01:37:13,bolsonaro
2018-10-17 01:37:13,elenao
2018-10-17 01:37:15,elenao
2018-10-17 01:37:16,haddad
2018-10-17 01:37:17,elenao
2018-10-17 01:37:19,elenao
2018-10-17 01:37:22,bolsonaro
2018-10-17 01:37:28,elenao
2018-10-17 01:37:31,bolsonaro
2018-10-17 01:37:34,elenao
2018-10-17 01:37:37,bolsonaro
2018-10-17 01:37:39,forapt
2018-10-17 01:37:40,bolsonaro
2018-10-17 01:37:40,elenao
2018-10-17 01:37:53,bolsonaro
2018-10-17 01:37:59,bolsonaro
2018-10-17 01:38:09,bolsonaro
2018-10-17 01:38:11,bolsonaro
2018-10-17 01:38:14,bolsonaro
2018-10-17 01:38:22,elenao
2018-10-17 01:38:28,bolsonaro
2018-10-17 01:38:31,haddad
2018-10-17 01:38:35,forapt
2018-10-17 01:38:35,elenao
2018-10-17 01:38:41,elenao
2018-10-17 01:38:50,elenao
2018-10-17 01:38:59,elenao
2018-10-17 01:39:04,bolsonaro
2018-10-17 01:39:09,haddad
2018-10-17 01:39:11,forapt
2018-10-17 01:39:15,elenao
2018-10-17 01:39:24,bolsonaro
2018-10-17 01:39:39,bolsonaro
2018-10-17 01:39:42,bolsonaro
2018-10-17 01:39:49,forapt
2018-10-17 01:40:04,bolsonaro
2018-10-17 01:40:05,elenao
2018-10-17 01:40:09,bolsonaro
2018-10-17 01:40:23,elenao
2018-10-17 01:40:23,elenao
2018-10-17 01:40:26,bolsonaro
2018-10-17 01:40:31,bolsonaro
2018-10-17 01:40:34,bolsonaro
2018-10-17 01:40:40,elenao
2018-10-17 01:40:57,elenao
2018-10-17 01:41:02,bolsonaro
2018-10-17 01:41:08,forapt
2018-10-17 01:41:10,bolsonaro
2018-10-17 01:41:14,forapt
2018-10-17 01:41:18,elenao
2018-10-17 01:41:18,bolsonaro
2018-10-17 01:41:18,forapt
2018-10-17 01:41:20,elenao
2018-10-17 01:41:23,bolsonaro
2018-10-17 01:41:29,elenao
2018-10-17 01:41:31,elenao
2018-10-17 01:41:36,elenao
2018-10-17 01:41:46,elenao
2018-10-17 01:41:48,elenao
2018-10-17 01:41:51,bolsonaro
2018-10-17 01:41:51,elenao
2018-10-17 01:41:57,elenao
2018-10-17 01:41:58,forapt
2018-10-17 01:42:06,haddad
2018-10-17 01:42:09,forapt
2018-10-17 01:42:11,elenao
2018-10-17 01:42:14,bolsonaro
2018-10-17 01:42:14,elenao
2018-10-17 01:42:14,elenao
2018-10-17 01:42:24,bolsonaro
2018-10-17 01:42:27,elenao
2018-10-17 01:42:29,elenao
2018-10-17 01:42:31,elenao
2018-10-17 01:42:35,forapt
2018-10-17 01:42:38,elenao
2018-10-17 01:42:42,haddad
2018-10-17 01:42:45,elenao
2018-10-17 01:42:55,forapt
2018-10-17 01:43:02,bolsonaro
2018-10-17 01:43:12,elenao
2018-10-17 01:43:26,forapt
2018-10-17 01:43:26,bolsonaro
2018-10-17 01:43:32,elenao
2018-10-17 01:43:40,elenao
2018-10-17 01:43:40,elenao
2018-10-17 01:43:46,elenao
2018-10-17 01:43:58,bolsonaro
2018-10-17 01:44:04,elenao
2018-10-17 01:44:10,forapt
2018-10-17 01:44:23,elenao
2018-10-17 01:44:33,bolsonaro
2018-10-17 01:44:40,elenao
2018-10-17 01:44:42,elenao
2018-10-17 01:44:47,forapt
2018-10-17 01:44:49,forapt
2018-10-17 01:44:49,elenao
2018-10-17 01:44:51,bolsonaro
2018-10-17 01:45:01,elenao
2018-10-17 01:45:08,forapt
2018-10-17 01:45:10,elenao
2018-10-17 01:45:11,forapt
2018-10-17 01:45:17,bolsonaro
2018-10-17 01:45:19,bolsonaro
2018-10-17 01:45:20,elenao
2018-10-17 01:45:30,forapt
2018-10-17 01:45:34,forapt
2018-10-17 01:45:46,elenao
2018-10-17 01:45:50,elenao
2018-10-17 01:45:57,bolsonaro
2018-10-17 01:46:02,elenao
2018-10-17 01:46:03,forapt
2018-10-17 01:46:04,elenao
2018-10-17 01:46:16,forapt
2018-10-17 01:46:18,elenao
2018-10-17 01:46:20,elenao
2018-10-17 01:46:24,elenao
2018-10-17 01:46:25,elenao
2018-10-17 01:46:30,bolsonaro
2018-10-17 01:46:43,haddad
2018-10-17 01:46:46,bolsonaro
2018-10-17 01:46:48,bolsonaro
2018-10-17 01:46:52,bolsonaro
2018-10-17 01:46:56,elenao
2018-10-17 01:46:58,forapt
2018-10-17 01:47:08,bolsonaro
2018-10-17 01:47:10,bolsonaro
2018-10-17 01:47:16,bolsonaro
2018-10-17 01:47:17,bolsonaro
2018-10-17 01:47:23,bolsonaro
2018-10-17 01:47:27,elenao
2018-10-17 01:47:27,elenao
2018-10-17 01:47:42,elenao
2018-10-17 01:47:43,bolsonaro
2018-10-17 01:47:45,bolsonaro
2018-10-17 01:47:47,haddad
2018-10-17 01:47:47,elenao
2018-10-17 01:47:51,elenao
2018-10-17 01:47:54,haddad
2018-10-17 01:47:55,elenao
2018-10-17 01:47:58,bolsonaro
2018-10-17 01:47:58,forapt
2018-10-17 01:48:05,bolsonaro
2018-10-17 01:48:05,elenao
2018-10-17 01:48:10,bolsonaro
2018-10-17 01:48:11,bolsonaro
2018-10-17 01:48:11,bolsonaro
2018-10-17 01:48:16,elenao
2018-10-17 01:48:26,elenao
2018-10-17 01:48:28,elenao
2018-10-17 01:48:30,elenao
